"2021/09 Highlights of Daily Trading"
"Date","Trade Volume","Trade Value","Transaction","TAIEX","Change",
"2021/09/01","7,417,302,954","365,348,125,049","2,348,742","17,473.99","-16.30",
"2021/09/02","7,363,528,319","354,658,918,739","2,367,548","17,319.76","-154.23",
"2021/09/03","7,417,361,078","366,252,454,304","2,309,735","17,516.92","197.16",
"2021/09/06","8,125,514,641","380,807,908,396","2,551,101","17,495.30","-21.62",
"2021/09/07","6,809,125,095","337,806,586,675","2,159,870","17,428.87","-66.43",
"2021/09/08","6,716,726,562","325,685,541,312","2,204,512","17,270.49","-158.38",
"2021/09/09","5,177,907,252","246,914,721,428","1,644,144","17,304.33","33.84",
"2021/09/10","5,898,868,907","268,550,691,237","1,765,201","17,474.57","170.24",
"2021/09/13","5,932,740,401","260,743,193,791","1,837,328","17,446.31","-28.26",
"2021/09/14","5,669,147,686","261,864,808,382","1,863,142","17,434.90","-11.41",
"2021/09/15","5,732,189,159","269,826,160,399","1,935,541","17,354.00","-80.90",
"2021/09/16","5,750,136,284","242,577,208,525","1,872,875","17,278.70","-75.30",
"2021/09/17","6,567,681,323","316,458,676,884","1,948,384","17,276.79","-1.91",
"2021/09/22","7,253,281,012","298,478,639,255","2,353,514","16,925.82","-350.97",
"2021/09/23","5,730,646,954","253,840,587,758","1,822,103","17,078.22","152.40",
"2021/09/24","6,101,942,091","278,917,064,315","1,952,491","17,260.19","181.97",
"2021/09/27","6,662,794,535","300,599,358,406","2,033,202","17,313.77","53.58",
"2021/09/28","5,800,849,379","259,664,385,112","1,851,311","17,181.44","-132.33",
"2021/09/29","7,361,396,609","328,878,394,450","2,606,470","16,855.46","-325.98",
"2021/09/30","6,340,103,760","278,193,188,293","1,977,101","16,934.77","79.31",
"Remarks:"
"Statistics of today cover regular trading, Odd-lot, After-hour Fixed Price, Block trading, but exclude Auction and Tender offers."
"The total trade value including foreign currency ETFs is converted into NTD, using the exchange rate posted at 3:30pm on the day of trading. Please refer to our official website at https://www.twse.com.tw/en/ Home > Market Info>Dual-Currency Trading ETFs>Daily exchange rate"

