"2021/08 Highlights of Daily Trading"
"Date","Trade Volume","Trade Value","Transaction","TAIEX","Change",
"2021/08/02","8,433,835,543","440,189,515,085","2,581,704","17,503.28","255.87",
"2021/08/03","7,297,083,331","390,300,020,287","2,300,155","17,553.76","50.48",
"2021/08/04","8,674,006,828","379,090,333,818","2,535,997","17,623.89","70.13",
"2021/08/05","9,310,147,655","385,923,439,915","2,803,525","17,603.12","-20.77",
"2021/08/06","8,507,806,575","401,257,559,286","2,764,690","17,526.28","-76.84",
"2021/08/09","7,894,068,144","352,402,466,708","2,493,714","17,485.15","-41.13",
"2021/08/10","7,424,101,809","352,995,785,011","2,356,807","17,323.64","-161.51",
"2021/08/11","8,485,348,305","392,285,506,858","2,702,640","17,227.18","-96.46",
"2021/08/12","6,583,768,656","322,543,314,397","2,063,506","17,219.94","-7.24",
"2021/08/13","8,080,387,820","386,639,052,024","2,570,094","16,982.11","-237.83",
"2021/08/16","7,549,787,896","336,192,844,584","2,412,039","16,858.77","-123.34",
"2021/08/17","6,572,397,068","299,768,629,334","2,172,972","16,661.36","-197.41",
"2021/08/18","8,581,086,550","424,297,841,253","2,740,916","16,826.27","164.91",
"2021/08/19","8,740,931,351","438,390,385,364","2,953,753","16,375.40","-450.87",
"2021/08/20","7,563,826,027","354,803,584,641","2,358,046","16,341.94","-33.46",
"2021/08/23","7,336,054,319","367,661,958,976","2,131,349","16,741.84","399.90",
"2021/08/24","8,218,076,194","418,124,482,650","2,587,550","16,818.73","76.89",
"2021/08/25","7,220,691,717","364,041,511,681","2,250,083","17,045.86","227.13",
"2021/08/26","7,176,067,004","377,161,165,125","2,300,304","17,066.96","21.10",
"2021/08/27","6,876,549,054","320,002,450,972","2,061,715","17,209.93","142.97",
"2021/08/30","6,286,680,713","274,916,258,264","1,852,473","17,396.52","186.59",
"2021/08/31","7,594,890,429","345,142,070,590","2,051,856","17,490.29","93.77",
"Remarks:"
"Statistics of today cover regular trading, Odd-lot, After-hour Fixed Price, Block trading, but exclude Auction and Tender offers."
"The total trade value including foreign currency ETFs is converted into NTD, using the exchange rate posted at 3:30pm on the day of trading. Please refer to our official website at https://www.twse.com.tw/en/ Home > Market Info>Dual-Currency Trading ETFs>Daily exchange rate"

