"2021/06  Daily Trading Value/Volume of 2330 "
"Date","Trade Volume","Trade Value","Opening Price","Highest Price","Lowest Price","Closing Price","Change","Transaction",
"2021/06/01","18,405,285","10,985,893,229","598.00","599.00","595.00","598.00","+1.00","20,318",
"2021/06/02","22,416,789","13,362,065,937","600.00","600.00","593.00","595.00","-3.00","25,170",
"2021/06/03","31,703,679","18,939,839,664","600.00","600.00","596.00","596.00","+1.00","20,749",
"2021/06/04","16,072,580","9,521,252,157","591.00","595.00","590.00","595.00","-1.00","19,112",
"2021/06/07","17,729,179","10,471,176,330","594.00","595.00","583.00","592.00","-3.00","25,364",
"2021/06/08","14,083,552","8,312,653,665","590.00","595.00","588.00","589.00","-3.00","14,051",
"2021/06/09","21,575,159","12,618,113,390","586.00","588.00","583.00","586.00","-3.00","36,405",
"2021/06/10","29,741,770","17,696,413,894","591.00","599.00","587.00","599.00","+13.00","30,487",
"2021/06/11","24,940,705","15,011,140,567","602.00","603.00","600.00","602.00","+3.00","25,271",
"2021/06/15","30,245,897","18,415,370,774","607.00","609.00","606.00","609.00","+7.00","33,515",
"2021/06/16","28,624,508","17,401,326,587","608.00","608.00","605.00","605.00","-4.00","25,816",
"2021/06/17","26,477,032","15,924,656,516","601.00","606.00","598.00","606.00","X0.00","21,061",
"2021/06/18","42,036,170","25,373,026,235","608.00","608.00","601.00","603.00","-3.00","16,899",
"2021/06/21","47,339,695","27,749,202,661","590.00","594.00","583.00","583.00","-20.00","109,204",
"2021/06/22","30,578,091","17,786,329,582","585.00","588.00","578.00","578.00","-5.00","56,057",
"2021/06/23","36,386,023","21,500,052,844","583.00","598.00","581.00","595.00","+17.00","34,454",
"2021/06/24","19,322,765","11,435,647,488","598.00","598.00","588.00","590.00","-5.00","18,494",
"2021/06/25","19,140,086","11,355,715,486","598.00","598.00","589.00","591.00","+1.00","16,850",
"2021/06/28","15,401,977","9,056,869,217","590.00","590.00","586.00","590.00","-1.00","20,825",
"2021/06/29","30,837,548","18,350,027,611","598.00","598.00","591.00","595.00","+5.00","24,078",
"2021/06/30","34,021,380","20,301,841,661","599.00","599.00","595.00","595.00"," 0.00","20,097",
"Remarks:"
" Symbols for Direction:+/-/ X represent Up/Down/Not compared.
"
"Today statistics cover regular trading, Odd-lot, After-hour Fixed Price, Block trading, but exclude Auction and Tender offers."
"If the last digit of the 6 digit alphanumeric ETF security code is K, M, S or C, it is traded in foreign currency."

