"2023/03 Highlights of Daily Trading"
"Date","Trade Volume","Trade Value","Transaction","TAIEX","Change",
"2023/03/01","5,674,842,792","260,757,683,562","2,057,679","15,598.49","94.70",
"2023/03/02","4,940,073,826","216,854,554,375","1,789,857","15,598.72","0.23",
"2023/03/03","5,370,269,940","240,195,648,678","1,859,599","15,608.42","9.70",
"2023/03/06","6,090,623,509","246,927,680,489","2,017,897","15,763.51","155.09",
"2023/03/07","5,513,326,782","234,725,340,410","1,927,196","15,857.89","94.38",
"2023/03/08","6,050,588,440","260,812,623,345","2,127,605","15,818.20","-39.69",
"2023/03/09","5,887,831,080","257,631,788,956","2,261,471","15,770.66","-47.54",
"2023/03/10","7,209,043,680","294,486,776,396","2,868,683","15,526.20","-244.46",
"2023/03/13","6,154,789,373","243,125,688,809","2,197,235","15,560.49","34.29",
"2023/03/14","6,129,081,899","241,050,507,673","2,291,465","15,360.42","-200.07",
"2023/03/15","5,636,769,493","246,897,386,300","2,088,813","15,387.59","27.17",
"2023/03/16","6,688,306,793","245,794,651,008","2,412,820","15,221.12","-166.47",
"2023/03/17","6,140,104,245","269,155,225,004","1,865,736","15,452.96","231.84",
"2023/03/20","4,966,795,148","192,917,670,342","1,803,966","15,419.97","-32.99",
"2023/03/21","5,007,468,878","222,379,681,664","1,867,231","15,513.45","93.48",
"2023/03/22","5,527,343,651","247,162,529,039","1,960,635","15,760.46","247.01",
"2023/03/23","5,396,335,847","233,964,010,604","1,881,202","15,863.95","103.49",
"2023/03/24","5,594,716,641","263,128,902,379","1,997,216","15,914.70","50.75",
"2023/03/27","5,112,209,887","215,672,080,122","1,961,676","15,830.31","-84.39",
"2023/03/28","4,785,305,051","214,813,971,387","1,889,675","15,701.48","-128.83",
"2023/03/29","4,465,210,723","197,648,503,536","1,657,775","15,769.76","68.28",
"2023/03/30","4,344,704,903","188,556,338,831","1,570,029","15,849.43","79.67",
"2023/03/31","4,855,726,961","203,560,193,828","1,626,630","15,868.06","18.63",
"Remarks:"
"Statistics of today cover regular trading, Odd-lot, After-hour Fixed Price, Block trading, but exclude Auction and Tender offers."
"The total trade value including foreign currency ETFs is converted into NTD, using the exchange rate posted at 3:30pm on the day of trading. Please refer to our official website at https://www.twse.com.tw/en/ Home > Market Info>Dual-Currency Trading ETFs>Daily exchange rate"

