"2023/05 Highlights of Daily Trading"
"Date","Trade Volume","Trade Value","Transaction","TAIEX","Change",
"2023/05/02","5,567,907,850","229,703,303,265","1,914,252","15,636.48","57.30",
"2023/05/03","5,092,780,782","204,598,022,457","1,838,064","15,553.41","-83.07",
"2023/05/04","4,891,203,798","203,891,115,340","1,714,169","15,609.03","55.62",
"2023/05/05","4,586,675,767","183,484,040,605","1,640,188","15,626.07","17.04",
"2023/05/08","5,395,345,652","217,239,965,521","1,900,174","15,699.57","73.50",
"2023/05/09","5,192,657,410","213,983,035,634","1,901,862","15,727.70","28.13",
"2023/05/10","4,625,505,032","199,414,024,263","1,649,228","15,641.76","-85.94",
"2023/05/11","4,873,012,046","202,939,560,208","1,840,873","15,514.64","-127.12",
"2023/05/12","5,132,689,368","223,003,456,708","1,813,291","15,502.36","-12.28",
"2023/05/15","4,742,994,471","192,330,290,613","1,712,815","15,475.05","-27.31",
"2023/05/16","5,084,407,032","216,174,004,730","1,685,926","15,673.90","198.85",
"2023/05/17","6,161,177,093","264,373,895,121","2,154,747","15,925.29","251.39",
"2023/05/18","6,611,031,905","293,270,176,702","2,171,013","16,101.88","176.59",
"2023/05/19","7,207,535,487","330,509,192,668","2,371,944","16,174.92","73.04",
"2023/05/22","5,888,637,770","250,312,225,391","2,039,000","16,180.89","5.97",
"2023/05/23","5,513,115,177","241,578,323,026","1,921,642","16,188.03","7.14",
"2023/05/24","5,415,815,649","229,972,732,434","1,974,471","16,159.32","-28.71",
"2023/05/25","6,619,735,654","338,545,208,228","2,320,192","16,292.00","132.68",
"2023/05/26","7,255,266,158","385,275,751,060","2,643,878","16,505.05","213.05",
"2023/05/29","7,191,495,175","346,099,332,381","2,339,896","16,636.30","131.25",
"2023/05/30","6,482,103,954","318,391,362,900","2,321,495","16,622.74","-13.56",
"2023/05/31","7,887,933,754","423,160,617,614","2,181,138","16,578.96","-43.78",
"Remarks:"
"Statistics of today cover regular trading, Odd-lot, After-hour Fixed Price, Block trading, but exclude Auction and Tender offers."
"The total trade value including foreign currency ETFs is converted into NTD, using the exchange rate posted at 3:30pm on the day of trading. Please refer to our official website at https://www.twse.com.tw/en/ Home > Market Info>Dual-Currency Trading ETFs>Daily exchange rate"

