"2024/07 Highlights of Daily Trading"
"Date","Trade Volume","Trade Value","Transaction","TAIEX","Change",
"2024/07/01","9,519,820,690","435,755,556,160","3,002,153","23,058.57","26.32",
"2024/07/02","10,730,848,421","491,160,009,750","3,463,450","22,879.37","-179.20",
"2024/07/03","11,022,883,210","504,423,691,847","3,376,720","23,172.43","293.06",
"2024/07/04","11,530,961,755","549,900,525,784","3,575,165","23,522.53","350.10",
"2024/07/05","10,664,306,726","495,237,802,249","3,588,150","23,556.59","34.06",
"2024/07/08","11,657,426,579","567,257,480,521","3,999,942","23,878.15","321.56",
"2024/07/09","12,440,604,449","609,904,319,462","4,132,689","23,900.08","21.93",
"2024/07/10","10,720,034,257","527,739,455,215","3,497,719","24,007.08","107.00",
"2024/07/11","11,951,313,760","576,692,933,202","3,801,444","24,390.03","382.95",
"2024/07/12","12,595,197,756","601,127,982,559","4,371,006","23,916.93","-473.10",
"2024/07/15","10,191,840,353","474,646,573,222","3,470,471","23,879.36","-37.57",
"2024/07/16","9,715,661,982","479,941,588,576","3,357,881","23,997.25","117.89",
"2024/07/17","11,672,877,761","560,005,332,765","4,164,341","23,769.82","-227.43",
"2024/07/18","11,780,624,179","605,715,890,750","4,497,792","23,398.47","-371.35",
"2024/07/19","11,316,053,895","565,751,930,022","4,616,184","22,869.26","-529.21",
"2024/07/22","11,952,430,918","570,149,905,246","4,494,771","22,256.99","-612.27",
"2024/07/23","8,708,465,464","406,512,442,631","2,910,369","22,871.84","614.85",
"2024/07/26","10,442,613,518","491,505,039,329","3,904,232","22,119.21","-752.63",
"2024/07/29","8,828,797,772","409,627,936,865","3,155,220","22,164.49","45.28",
"2024/07/30","8,965,809,996","394,249,670,467","3,032,126","22,223.57","59.08",
"2024/07/31","8,511,323,554","388,274,808,474","2,601,773","22,199.35","-24.22",
"Remarks:"
"Statistics of today cover regular trading, Odd-lot, After-hour Fixed Price, Block trading, but exclude Auction and Tender offers."
"The total trade value including foreign currency ETFs is converted into NTD, using the exchange rate posted at 3:30pm on the day of trading. Please refer to our official website at https://www.twse.com.tw/en/ Home > Market Info>Dual-Currency Trading ETFs>Daily exchange rate"

