"2022/08 Highlights of Daily Trading"
"Date","Trade Volume","Trade Value","Transaction","TAIEX","Change",
"2022/08/01","5,028,214,637","181,641,243,076","1,645,643","14,981.69","-18.38",
"2022/08/02","6,048,011,360","219,100,619,458","2,009,677","14,747.23","-234.46",
"2022/08/03","4,784,239,317","177,701,242,578","1,593,708","14,777.02","29.79",
"2022/08/04","5,235,083,128","197,658,576,530","1,723,077","14,702.20","-74.82",
"2022/08/05","5,642,144,158","206,698,922,021","1,664,515","15,036.04","333.84",
"2022/08/08","4,871,162,120","174,539,851,146","1,608,742","15,020.41","-15.63",
"2022/08/09","5,285,905,624","188,075,369,701","1,652,561","15,050.28","29.87",
"2022/08/10","6,351,580,307","209,040,930,935","1,791,455","14,939.02","-111.26",
"2022/08/11","6,327,836,240","223,747,576,856","1,853,820","15,197.85","258.83",
"2022/08/12","5,798,097,358","209,185,909,782","1,856,752","15,288.97","91.12",
"2022/08/15","6,430,023,322","237,881,515,296","2,000,035","15,417.35","128.38",
"2022/08/16","5,723,526,118","211,819,495,330","1,904,031","15,420.57","3.22",
"2022/08/17","5,511,618,302","218,797,904,934","1,916,728","15,465.45","44.88",
"2022/08/18","5,017,166,848","200,025,136,627","1,656,437","15,396.76","-68.69",
"2022/08/19","5,696,021,842","222,637,226,800","1,818,760","15,408.78","12.02",
"2022/08/22","5,300,680,724","204,228,865,893","1,749,334","15,245.14","-163.64",
"2022/08/23","4,788,776,522","174,521,668,225","1,625,326","15,095.89","-149.25",
"2022/08/24","4,848,535,055","181,126,640,472","1,631,305","15,069.19","-26.70",
"2022/08/25","4,748,331,242","172,043,571,175","1,470,538","15,200.04","130.85",
"2022/08/26","5,721,284,529","214,654,558,938","1,843,353","15,278.44","78.40",
"2022/08/29","6,001,146,152","212,946,977,206","2,047,784","14,926.19","-352.25",
"2022/08/30","5,062,809,737","186,168,125,137","1,616,807","14,953.63","27.44",
"2022/08/31","5,715,463,542","217,070,227,143","1,617,115","15,095.44","141.81",
"Remarks:"
"Statistics of today cover regular trading, Odd-lot, After-hour Fixed Price, Block trading, but exclude Auction and Tender offers."
"The total trade value including foreign currency ETFs is converted into NTD, using the exchange rate posted at 3:30pm on the day of trading. Please refer to our official website at https://www.twse.com.tw/en/ Home > Market Info>Dual-Currency Trading ETFs>Daily exchange rate"

