"2022/09 Highlights of Daily Trading"
"Date","Trade Volume","Trade Value","Transaction","TAIEX","Change",
"2022/09/01","6,173,370,782","234,979,884,982","2,133,768","14,801.86","-293.58",
"2022/09/02","5,789,890,958","236,913,332,777","1,989,470","14,673.04","-128.82",
"2022/09/05","5,148,462,165","191,313,535,300","1,675,771","14,661.10","-11.94",
"2022/09/06","4,786,016,687","186,990,366,438","1,673,154","14,677.20","16.10",
"2022/09/07","5,021,621,670","185,077,426,486","1,810,868","14,410.05","-267.15",
"2022/09/08","4,792,925,693","178,618,310,464","1,469,663","14,583.42","173.37",
"2022/09/12","5,273,607,936","189,707,675,735","1,590,713","14,807.43","224.01",
"2022/09/13","4,948,246,147","185,861,620,168","1,634,377","14,894.41","86.98",
"2022/09/14","5,005,873,430","189,631,557,982","1,807,487","14,658.31","-236.10",
"2022/09/15","4,904,217,140","182,245,846,812","1,668,179","14,670.04","11.73",
"2022/09/16","6,004,067,511","235,968,920,468","1,869,826","14,561.76","-108.28",
"2022/09/19","4,312,823,515","163,194,293,806","1,546,356","14,425.68","-136.08",
"2022/09/20","4,376,946,392","168,877,276,945","1,455,083","14,549.30","123.62",
"2022/09/21","4,943,645,073","180,031,008,616","1,819,419","14,424.52","-124.78",
"2022/09/22","6,073,060,851","212,557,362,009","1,986,909","14,284.63","-139.89",
"2022/09/23","5,352,098,143","202,257,979,171","1,867,037","14,118.38","-166.25",
"2022/09/26","6,582,152,007","222,253,891,150","2,309,737","13,778.19","-340.19",
"2022/09/27","5,433,018,614","193,449,525,812","1,704,175","13,826.59","48.40",
"2022/09/28","6,897,646,909","229,654,567,345","2,318,531","13,466.07","-360.52",
"2022/09/29","5,747,964,165","216,530,452,988","1,809,827","13,534.26","68.19",
"2022/09/30","5,966,653,443","214,648,544,794","1,781,375","13,424.58","-109.68",
"Remarks:"
"Statistics of today cover regular trading, Odd-lot, After-hour Fixed Price, Block trading, but exclude Auction and Tender offers."
"The total trade value including foreign currency ETFs is converted into NTD, using the exchange rate posted at 3:30pm on the day of trading. Please refer to our official website at https://www.twse.com.tw/en/ Home > Market Info>Dual-Currency Trading ETFs>Daily exchange rate"

